network,channel,station,data,endtime,starttime,sampling_rate,location
ZZ,HHN,FWU3,[ -4286 -15858 -25279 ...  -2324  -2681  -3302],2019-11-06T23:59:59.996000,2019-11-06T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 267  427  652 ... -480 1381 2403],2019-12-10T23:59:59.996000,2019-12-10T00:00:00,250.0,10
ZZ,HHN,FWU3,[ -2878  -3274  -3192 ...   2013 -10693  -2898],2019-12-12T23:59:59.996000,2019-12-12T00:00:00,250.0,10
ZZ,HHN,FWU3,[-1208 -1344 -1109 ...   530 -2245 -2408],2019-11-21T23:59:59.996000,2019-11-21T00:00:00,250.0,10
ZZ,HHN,FWU3,[-4549 -7337 -5767 ...   385   162   141],2019-12-09T23:59:59.996000,2019-12-09T00:00:00,250.0,10
ZZ,HHN,FWU3,[-4993  1034   492 ... -1515 -1484 -1632],2019-11-14T23:59:59.996000,2019-11-14T00:00:00,250.0,10
ZZ,HHN,FWU3,[  5717   8758   5853 ...  -4092 -10026  -3475],2019-12-14T23:59:59.996000,2019-12-14T00:00:00,250.0,10
ZZ,HHN,FWU3,[    6   749 -2157 ... -7176  -594  6003],2019-12-25T23:59:59.996000,2019-12-25T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 1439  6698 11618 ...  1572  7477  9715],2019-12-22T23:59:59.996000,2019-12-22T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 1400 -2763  2198 ... -3980 -2611  3966],2019-11-04T23:59:59.996000,2019-11-04T00:00:00,250.0,10
ZZ,HHN,FWU3,[-569 -273  914 ... 3464 2693 1809],2019-11-22T23:59:59.996000,2019-11-22T00:00:00,250.0,10
ZZ,HHN,FWU3,[-6321 -3976  9783 ... -6703 -8130 -2129],2019-12-13T23:59:59.996000,2019-12-13T00:00:00,250.0,10
ZZ,HHN,FWU3,[ -2010  -9018 -14787 ... -11834 -13100  -5950],2019-12-21T23:59:59.996000,2019-12-21T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 2290  1118  -878 ... -3494 -3345 -3304],2019-12-11T23:59:59.996000,2019-12-11T00:00:00,250.0,10
ZZ,HHN,FWU3,[-17536  -4199  11974 ...   1833  -3692    248],2019-11-26T23:59:59.996000,2019-11-26T00:00:00,250.0,10
ZZ,HHN,FWU3,[-1942 -1695 -1725 ...   595  -147 -3943],2019-11-13T23:59:59.996000,2019-11-13T00:00:00,250.0,10
ZZ,HHN,FWU3,[-1746 -1493 -1214 ... -2367 -4408 -3983],2019-11-15T23:59:59.996000,2019-11-15T00:00:00,250.0,10
ZZ,HHN,FWU3,[ -1643  -1547  -1546 ...  10004   3938 -12518],2019-11-25T23:59:59.996000,2019-11-25T00:00:00,250.0,10
ZZ,HHN,FWU3,[-1004 -1160  -923 ... -3854  5673  9478],2019-12-16T23:59:59.996000,2019-12-16T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 7177  5185 -7783 ...  -804 -1051  -978],2019-12-15T23:59:59.996000,2019-12-15T00:00:00,250.0,10
ZZ,HHN,FWU3,[18465 19067  -340 ... -1469 -1166  -368],2019-12-05T23:59:59.996000,2019-12-05T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 958 4075 -763 ... -441 -527 -540],2019-11-11T23:59:59.996000,2019-11-11T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 5469 -4897 -8095 ... 74545 74365 75001],2019-11-05T18:49:16.284000,2019-11-05T00:00:00,250.0,10
ZZ,HHN,FWU3,[  309   234   140 ...  -903 -1046 -1031],2019-11-20T23:59:59.996000,2019-11-20T00:00:00,250.0,10
ZZ,HHN,FWU3,[ -626  -140   367 ... -3679 -3509 -3567],2019-11-30T23:59:59.996000,2019-11-30T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 564  683  530 ... 7553 8258 5816],2019-12-03T23:59:59.996000,2019-12-03T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 6518  4289  3858 ... -7581 -6722  4345],2019-11-03T23:59:59.996000,2019-11-03T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 610  250 -626 ... 1794 4832 4397],2019-11-09T23:59:59.996000,2019-11-09T00:00:00,250.0,10
ZZ,HHN,FWU3,[-2606 -1195 -1095 ... -4759 -1254 -2452],2019-12-24T23:59:59.996000,2019-12-24T00:00:00,250.0,10
ZZ,HHN,FWU3,[-1075  -937  -791 ... -5012 -2990  -607],2019-11-19T23:59:59.996000,2019-11-19T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 2511 -2384 -7511 ... -1020 -6927 -6303],2019-11-10T23:59:59.996000,2019-11-10T00:00:00,250.0,10
ZZ,HHN,FWU3,[ -933  -786 -1153 ...  -384 -1057 -1157],2019-11-29T23:59:59.996000,2019-11-29T00:00:00,250.0,10
ZZ,HHN,FWU3,[  2175  -2994 -10369 ... -17957  -2777   6389],2019-12-04T23:59:59.996000,2019-12-04T00:00:00,250.0,10
ZZ,HHN,FWU3,[ 8667  4290 -1232 ... -1731 -3531 -3789],2019-12-23T23:59:59.996000,2019-12-23T00:00:00,250.0,10
ZZ,HHN,FWU3,[-2183   512  2623 ...  -302  -441  -383],2019-11-16T23:59:59.996000,2019-11-16T00:00:00,250.0,10
ZZ,HHN,FWU3,[-2660 -8000  4087 ...   148 13887 -3898],2019-12-26T23:59:59.996000,2019-12-26T00:00:00,250.0,10
ZZ,HHN,FWU3,[-1300 -3231 -3940 ... -2193 -2162 -1971],2019-12-07T23:59:59.996000,2019-12-07T00:00:00,250.0,10
ZZ,HHN,FWU3,[  -542   -643   -412 ...  -9226 -13493 -12530],2019-11-17T23:59:59.996000,2019-11-17T00:00:00,250.0,10
ZZ,HHN,FWU3,[ -1626  -6262  -1004 ...  -8227 -16128  -9460],2019-11-27T23:59:59.996000,2019-11-27T00:00:00,250.0,10
ZZ,HHN,FWU3,[-2215 -2090 -2240 ...  -850 -1022 -1143],2019-11-01T23:59:59.996000,2019-11-01T00:00:00,250.0,10
ZZ,HHN,FWU3,[-4047 -4462 -4033 ... 14809 12873  5729],2019-12-20T23:59:59.996000,2019-12-20T00:00:00,250.0,10
ZZ,HHN,FWU3,[-1735 -1271 -2614 ... -5185 10243 17978],2019-11-07T23:59:59.996000,2019-11-07T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 2569  -655   825 ... -1025  -807  -208],2019-12-05T23:59:59.996000,2019-12-05T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 1627   296 -2155 ... -2112  2282   628],2019-12-25T23:59:59.996000,2019-12-25T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-404 -159 -254 ... 1175 1265 1308],2019-11-30T23:59:59.996000,2019-11-30T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-1508 -2152  -469 ...  9523 23239 28757],2019-11-03T23:59:59.996000,2019-11-03T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -566 -2275 -3280 ...  -338  -752  -892],2019-12-11T23:59:59.996000,2019-12-11T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  558   680   605 ...   224 -3222 -5534],2019-11-13T23:59:59.996000,2019-11-13T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  512 -1231 -1722 ... -2627 -1686 -1137],2019-11-10T23:59:59.996000,2019-11-10T00:00:00,250.0,10
ZZ,HHZ,FWU3,[1385 1338 1328 ... 4301 6223 6626],2019-12-01T23:59:59.996000,2019-12-01T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  -85  -149  -234 ... -7253 -4425   195],2019-12-08T23:59:59.996000,2019-12-08T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 528  416 -647 ... 1619 2162 1253],2019-12-24T23:59:59.996000,2019-12-24T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-1158  -498   511 ...  -708  -607  -450],2019-11-11T23:59:59.996000,2019-11-11T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 2915 -3139 -6139 ...   -84  -115   201],2019-12-02T23:59:59.996000,2019-12-02T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 17137    329 -12400 ...   2888   4259   9907],2019-11-04T23:59:59.996000,2019-11-04T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  318    75  -138 ...   307 -2182 -3688],2019-12-06T23:59:59.996000,2019-12-06T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -674  -592  -480 ... -5894 -6881 -4866],2019-11-25T23:59:59.996000,2019-11-25T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 1277  1311  1162 ...  -920 -1466   738],2019-11-17T23:59:59.996000,2019-11-17T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-554 -648 -719 ... 8984 8820 2318],2019-12-20T23:59:59.996000,2019-12-20T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 1428  6845  8976 ...  -268 -1228 -1122],2019-11-06T23:59:59.996000,2019-11-06T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-1164  -912   823 ... -9464 -7853  1427],2019-11-23T23:59:59.996000,2019-11-23T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 104  791  682 ... -179 1841 -120],2019-11-07T23:59:59.996000,2019-11-07T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 495  420  415 ...  931  939 1042],2019-11-01T23:59:59.996000,2019-11-01T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-3016 -2057  -455 ... -2459 -2487 -1538],2019-11-22T23:59:59.996000,2019-11-22T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -761  -958  -842 ... -7949   -84  6482],2019-12-12T23:59:59.996000,2019-12-12T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-121  -86  -79 ...  459 2575 3244],2019-11-19T23:59:59.996000,2019-11-19T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 1108  1181  1194 ... -1590 -2206 -1281],2019-11-02T23:59:59.996000,2019-11-02T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-628 4507 4791 ...  122   54 -112],2019-11-14T23:59:59.996000,2019-11-14T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  19 -123 -294 ... 2345 2148 1118],2019-12-10T23:59:59.996000,2019-12-10T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-3681 -5040 -4181 ... -3445 -2174  1611],2019-12-21T23:59:59.996000,2019-12-21T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 1701 -1159 -4140 ...  8238  4708 -1178],2019-12-17T23:59:59.996000,2019-12-17T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 2205  -490 -1743 ... -3179 -4386 -2549],2019-12-13T23:59:59.996000,2019-12-13T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-2305   504  1486 ...  7216  4880 -2653],2019-12-26T23:59:59.996000,2019-12-26T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 277 -176 -306 ... 3947 4688 2638],2019-11-09T23:59:59.996000,2019-11-09T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -194  -299  -387 ...  1243  1010 -1315],2019-11-21T23:59:59.996000,2019-11-21T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  229 -3174 -4572 ...  -478  -363    46],2019-12-23T23:59:59.996000,2019-12-23T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -443  -507  -603 ...  7299  8670 11337],2019-11-12T08:32:45.200000,2019-11-12T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -7025 -10298  -3991 ...   -407   -989   -702],2019-12-18T23:59:59.996000,2019-12-18T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -5430    282   -845 ... -11166 -15940 -11281],2019-11-27T23:59:59.996000,2019-11-27T00:00:00,250.0,10
ZZ,HHZ,FWU3,[3187 2067 3655 ... -717 -765 -735],2019-11-24T23:59:59.996000,2019-11-24T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 453  395  334 ... 3625 5635 5441],2019-12-03T23:59:59.996000,2019-12-03T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-3560 -1806   535 ...  -619  -527  -256],2019-12-07T23:59:59.996000,2019-12-07T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-3632 -4779 -1761 ...   355  1431  1126],2019-11-08T23:59:59.996000,2019-11-08T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-369 -385 -377 ... 3544 3498 2666],2019-12-16T23:59:59.996000,2019-12-16T00:00:00,250.0,10
ZZ,HHZ,FWU3,[5819 5137 -191 ... -383 -150   40],2019-12-09T23:59:59.996000,2019-12-09T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-1361  -540  2093 ...  -502  -430  -314],2019-12-15T23:59:59.996000,2019-12-15T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 314 1963 2988 ... 1342 1292 1277],2019-11-16T23:59:59.996000,2019-11-16T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 184 1154 1594 ... -394 -384 -430],2019-12-19T23:59:59.996000,2019-12-19T00:00:00,250.0,10
ZZ,HHZ,FWU3,[3688 4271 1762 ... -389 -271 -174],2019-11-18T23:59:59.996000,2019-11-18T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 2301 16332 16038 ...   265   285   192],2019-11-28T23:59:59.996000,2019-11-28T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  311  1202 -1145 ... -1352  1741   377],2019-12-14T23:59:59.996000,2019-12-14T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 3082    81 -4690 ...  3146  4321  3391],2019-12-22T23:59:59.996000,2019-12-22T00:00:00,250.0,10
ZZ,HHZ,FWU3,[-1397  8465 12810 ... -2640    62 -2161],2019-11-26T23:59:59.996000,2019-11-26T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  1129  -6666 -13403 ...   1216  -2569    624],2019-12-04T23:59:59.996000,2019-12-04T00:00:00,250.0,10
ZZ,HHZ,FWU3,[  7693  -7872 -10247 ...   1832   1693   1579],2019-11-05T18:49:16.284000,2019-11-05T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 2307   199 -1986 ...    74   159    30],2019-11-20T23:59:59.996000,2019-11-20T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ -184    19   157 ... -3287 -2833 -1497],2019-11-15T23:59:59.996000,2019-11-15T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 1768  -774 -5083 ... 14520   249 -7159],2019-12-27T01:55:33.660000,2019-12-27T00:00:00,250.0,10
ZZ,HHZ,FWU3,[ 165  138  149 ... -958 -908 -681],2019-11-29T23:59:59.996000,2019-11-29T00:00:00,250.0,10
