network,channel,station,data,endtime,starttime,sampling_rate,location
ZZ,HHE,FWU2,[2024 1642 1762 ... -323 -477 -483],2019-11-10T23:59:59.996000,2019-11-10T00:00:00,250.0,10
ZZ,HHE,FWU2,[2450 2318 2230 ... 2731 3056 3991],2019-12-27T23:59:59.996000,2019-12-27T00:00:00,250.0,10
ZZ,HHE,FWU2,[1153 1209 1392 ... 1258 1643 1626],2019-11-04T23:59:59.996000,2019-11-04T00:00:00,250.0,10
ZZ,HHE,FWU2,[ -47  -43 -159 ... -113 -224   92],2019-12-03T23:59:59.996000,2019-12-03T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 629   98  240 ... 2681 2548 2978],2019-12-07T23:59:59.996000,2019-12-07T00:00:00,250.0,10
ZZ,HHE,FWU2,[1859 1950 1866 ...  713 1321  172],2019-11-06T23:59:59.996000,2019-11-06T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 1513  1666  1584 ... 77432 77409 77235],2019-11-05T18:13:50.288000,2019-11-05T00:00:00,250.0,10
ZZ,HHE,FWU2,[1142 1345 1574 ...  490  328  160],2019-12-15T23:59:59.996000,2019-12-15T00:00:00,250.0,10
ZZ,HHE,FWU2,[1390 1335 1163 ...  739 1254 1554],2019-11-26T23:59:59.996000,2019-11-26T00:00:00,250.0,10
ZZ,HHE,FWU2,[ -445  -777 -1434 ...   422   450   419],2019-12-12T23:59:59.996000,2019-12-12T00:00:00,250.0,10
ZZ,HHE,FWU2,[-160  -40  121 ... 1500 1337 1323],2019-12-04T23:59:59.996000,2019-12-04T00:00:00,250.0,10
ZZ,HHE,FWU2,[-284  366  639 ... -506 -379 -191],2019-12-23T23:59:59.996000,2019-12-23T00:00:00,250.0,10
ZZ,HHE,FWU2,[-390 -279 -280 ...  630  822  871],2019-11-11T23:59:59.996000,2019-11-11T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 816  745 -346 ... -136   69  341],2019-11-07T23:59:59.996000,2019-11-07T00:00:00,250.0,10
ZZ,HHE,FWU2,[139 126 119 ... 517 716 260],2019-12-14T23:59:59.996000,2019-12-14T00:00:00,250.0,10
ZZ,HHE,FWU2,[1648 1721 1932 ...  915  985 1085],2019-12-20T23:59:59.996000,2019-12-20T00:00:00,250.0,10
ZZ,HHE,FWU2,[-1954 -1903 -1757 ...   291   606   645],2019-12-10T23:59:59.996000,2019-12-10T00:00:00,250.0,10
ZZ,HHE,FWU2,[1658 1176 1466 ... -947 -454 -160],2019-12-25T23:59:59.996000,2019-12-25T00:00:00,250.0,10
ZZ,HHE,FWU2,[2952 3274 3619 ... 2378 2403 2424],2019-12-08T23:59:59.996000,2019-12-08T00:00:00,250.0,10
ZZ,HHE,FWU2,[1129  998  813 ...  380  516  221],2019-12-21T23:59:59.996000,2019-12-21T00:00:00,250.0,10
ZZ,HHE,FWU2,[1817 1577 1163 ...  294  -88  200],2019-11-15T23:59:59.996000,2019-11-15T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 457  608  324 ...  953 1121 1223],2019-11-17T23:59:59.996000,2019-11-17T00:00:00,250.0,10
ZZ,HHE,FWU2,[1928 1860 1806 ... 1308 1588 1658],2019-11-24T23:59:59.996000,2019-11-24T00:00:00,250.0,10
ZZ,HHE,FWU2,[1193 1038 1210 ...  655  414  808],2019-11-01T23:59:59.996000,2019-11-01T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 2597  2585  2593 ... -1829 -1948 -1967],2019-12-09T23:59:59.996000,2019-12-09T00:00:00,250.0,10
ZZ,HHE,FWU2,[-963 -954 -961 ...   94   98 -120],2019-12-02T23:59:59.996000,2019-12-02T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 493  598  664 ... 1997 2223 1923],2019-11-08T23:59:59.996000,2019-11-08T00:00:00,250.0,10
ZZ,HHE,FWU2,[1060  769 1185 ... 1893 1735 1857],2019-12-19T23:59:59.996000,2019-12-19T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 674  790  865 ...  941 1078 1168],2019-11-03T23:59:59.996000,2019-11-03T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 830  981 1042 ... 2143 2995 3210],2019-11-12T23:59:59.996000,2019-11-12T00:00:00,250.0,10
ZZ,HHE,FWU2,[  796   804   630 ... -1051  -952 -1099],2019-12-11T23:59:59.996000,2019-12-11T00:00:00,250.0,10
ZZ,HHE,FWU2,[-437 -176 -296 ...    3   43  816],2019-12-06T23:59:59.996000,2019-12-06T00:00:00,250.0,10
ZZ,HHE,FWU2,[286 238 389 ... 903 998 808],2019-12-16T23:59:59.996000,2019-12-16T00:00:00,250.0,10
ZZ,HHE,FWU2,[538 421 739 ... 414 589 193],2019-11-16T23:59:59.996000,2019-11-16T00:00:00,250.0,10
ZZ,HHE,FWU2,[1126 1182 1138 ...  676  352  485],2019-11-28T23:59:59.996000,2019-11-28T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 247  678  616 ... -474 -192 -559],2019-12-22T23:59:59.996000,2019-12-22T00:00:00,250.0,10
ZZ,HHE,FWU2,[ 1151  2007  3342 ... -1224 -1112  -977],2019-12-01T23:59:59.996000,2019-12-01T00:00:00,250.0,10
ZZ,HHE,FWU2,[1345 1320 1054 ...  195  392  508],2019-11-18T23:59:59.996000,2019-11-18T00:00:00,250.0,10
ZZ,HHE,FWU2,[1901 2175 2170 ... 1607 1318 1638],2019-11-09T23:59:59.996000,2019-11-09T00:00:00,250.0,10
ZZ,HHE,FWU2,[-1827 -1373 -1109 ...  1228   -79   434],2019-11-30T23:59:59.996000,2019-11-30T00:00:00,250.0,10
ZZ,HHE,FWU2,[2774 2918 2625 ...  485  428  164],2019-12-31T23:59:59.996000,2019-12-31T00:00:00,250.0,10
ZZ,HHE,FWU2,[  122   116   383 ... -1508 -1678 -1819],2019-11-29T23:59:59.996000,2019-11-29T00:00:00,250.0,10
ZZ,HHE,FWU2,[407 518 591 ...  80 123 163],2019-12-13T23:59:59.996000,2019-12-13T00:00:00,250.0,10
ZZ,HHE,FWU2,[-225 -963 -652 ... 2518 2477 2421],2019-12-26T23:59:59.996000,2019-12-26T00:00:00,250.0,10
ZZ,HHE,FWU2,[-100  139 -121 ... 2758 2987 3402],2019-11-20T23:59:59.996000,2019-11-20T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2403 -2468 -2413 ...  -360  -439  -331],2019-11-04T23:59:59.996000,2019-11-04T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2454 -2658 -2721 ...   -20    14   126],2019-11-28T23:59:59.996000,2019-11-28T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1426 -1478 -1439 ... -2356 -2413 -2345],2019-11-17T23:59:59.996000,2019-11-17T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2579 -2595 -2717 ... -3074 -3072 -3162],2019-12-18T23:59:59.996000,2019-12-18T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1141 -1315 -1481 ... -2378 -2425 -2698],2019-11-24T23:59:59.996000,2019-11-24T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -644 -1043 -1304 ... -1324 -1327 -1405],2019-11-15T23:59:59.996000,2019-11-15T00:00:00,250.0,10
ZZ,HHN,FWU2,[  655   708   747 ... -1106 -1122 -1173],2019-11-23T23:59:59.996000,2019-11-23T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2045 -2242 -2326 ... -3051 -2996 -3430],2019-12-06T23:59:59.996000,2019-12-06T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1421 -1351 -1465 ... -1728 -1794 -1646],2019-12-16T23:59:59.996000,2019-12-16T00:00:00,250.0,10
ZZ,HHN,FWU2,[ 2391  2163  1640 ... -6325 -5958 -5166],2019-11-30T23:59:59.996000,2019-11-30T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -897  -828  -770 ... -3161 -2975 -2869],2019-12-14T23:59:59.996000,2019-12-14T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3703 -3564 -3104 ... -4073 -3989 -3857],2019-12-07T23:59:59.996000,2019-12-07T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1796 -2138 -2283 ... -3097 -2913 -2565],2019-11-27T23:59:59.996000,2019-11-27T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1320 -1364 -1322 ... -2861 -2512 -2352],2019-11-03T23:59:59.996000,2019-11-03T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -28 -147 -172 ... -941 -836 -878],2019-12-10T23:59:59.996000,2019-12-10T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1322 -1462 -1594 ... -1726 -1048  -997],2019-12-21T23:59:59.996000,2019-12-21T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1526 -1488 -1254 ... -1945 -1828 -1758],2019-12-23T23:59:59.996000,2019-12-23T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3301 -3559 -3597 ... -5749 -5379 -5020],2019-12-27T23:59:59.996000,2019-12-27T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3454 -3398 -3170 ...  -848 -1070  -793],2019-12-25T23:59:59.996000,2019-12-25T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3124 -3137 -3135 ... -1655 -1491 -1344],2019-12-20T23:59:59.996000,2019-12-20T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1689 -1069 -1245 ... -1440  -947  -563],2019-11-14T23:59:59.996000,2019-11-14T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2317 -2298 -2454 ... -1132 -1100  -995],2019-12-13T23:59:59.996000,2019-12-13T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1129  -861  -584 ...  -337  -299  -539],2019-12-11T23:59:59.996000,2019-12-11T00:00:00,250.0,10
ZZ,HHN,FWU2,[  -382   -585   -624 ... 110408 110317 110219],2019-11-05T18:13:50.288000,2019-11-05T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1516 -1477 -1434 ...  -535  -457  -596],2019-12-03T23:59:59.996000,2019-12-03T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3376 -3339 -3151 ... -3143 -3220 -3102],2019-12-19T23:59:59.996000,2019-12-19T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -665  -515  -682 ... -1161 -1222 -1233],2019-12-04T23:59:59.996000,2019-12-04T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3726 -3413 -3374 ... -2704 -2880 -2751],2019-12-08T23:59:59.996000,2019-12-08T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2361 -2303 -2156 ... -1995 -1765 -1624],2019-11-19T23:59:59.996000,2019-11-19T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2596 -2434 -2307 ... -1516 -1474 -1343],2019-11-02T23:59:59.996000,2019-11-02T00:00:00,250.0,10
ZZ,HHN,FWU2,[-730  221  -53 ...  600  523  512],2019-11-22T23:59:59.996000,2019-11-22T00:00:00,250.0,10
ZZ,HHN,FWU2,[-4773 -4396 -3629 ... -1310 -1388 -1471],2019-12-01T23:59:59.996000,2019-12-01T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2126 -1855 -1662 ... -1053 -1158 -1374],2019-11-10T23:59:59.996000,2019-11-10T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2707 -2825 -2751 ...   -93   -90    13],2019-12-09T23:59:59.996000,2019-12-09T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1731 -1444  -978 ... -1888 -1859 -1549],2019-12-22T23:59:59.996000,2019-12-22T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3042 -2897 -2675 ... -1663 -1560 -1269],2019-12-31T23:59:59.996000,2019-12-31T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1253 -1129 -1081 ... -1788 -1503 -2101],2019-11-01T23:59:59.996000,2019-11-01T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2811 -2523 -2211 ... -1597 -1473 -1618],2019-11-25T23:59:59.996000,2019-11-25T00:00:00,250.0,10
ZZ,HHN,FWU2,[-4372 -4147 -4147 ... -2038 -2155 -2012],2019-12-28T23:59:59.996000,2019-12-28T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -612  -299  -176 ... -1645 -1768 -1621],2019-11-08T23:59:59.996000,2019-11-08T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2565 -2425 -2496 ... -2226 -2431 -2775],2019-12-30T23:59:59.996000,2019-12-30T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3058 -3497 -3660 ... -1675 -1934 -2131],2019-11-13T23:59:59.996000,2019-11-13T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -419  -723  -686 ... -3094 -3208 -3235],2019-12-26T23:59:59.996000,2019-12-26T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1662 -1466 -1457 ... -2603 -2496 -1896],2019-11-26T23:59:59.996000,2019-11-26T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -605  -901 -1071 ... -1442 -1444 -1450],2019-11-06T23:59:59.996000,2019-11-06T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1354 -1122 -1023 ... -1900 -2040 -2193],2019-11-09T23:59:59.996000,2019-11-09T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1833 -1764 -1440 ... -2461 -2516 -2595],2019-12-17T23:59:59.996000,2019-12-17T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -448  -517 -1115 ... -2302 -2320 -2363],2019-12-12T23:59:59.996000,2019-12-12T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1822 -1788 -1748 ... -3906 -4023 -3839],2019-11-20T23:59:59.996000,2019-11-20T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2210 -1972 -1867 ... -2370 -2274 -2333],2019-11-18T23:59:59.996000,2019-11-18T00:00:00,250.0,10
ZZ,HHN,FWU2,[ 218  143    1 ... 1530 2162 2098],2019-11-29T23:59:59.996000,2019-11-29T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1341 -1617 -1656 ... -1791 -1828 -2400],2019-11-12T23:59:59.996000,2019-11-12T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1918 -2156 -1941 ...  -291  -268  -537],2019-11-07T23:59:59.996000,2019-11-07T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1478 -1377 -1278 ... -1223 -1295 -1417],2019-12-02T23:59:59.996000,2019-12-02T00:00:00,250.0,10
ZZ,HHN,FWU2,[ -989  -343   320 ... -2445 -2462 -2843],2019-12-24T23:59:59.996000,2019-12-24T00:00:00,250.0,10
ZZ,HHN,FWU2,[-3266 -3092 -3637 ...  -699  -167  -786],2019-11-21T23:59:59.996000,2019-11-21T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1530 -1485 -1381 ... -1518 -1482 -1276],2019-11-11T23:59:59.996000,2019-11-11T00:00:00,250.0,10
ZZ,HHN,FWU2,[-2522 -2042 -1953 ... -1242 -1421 -1584],2019-12-15T23:59:59.996000,2019-12-15T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1720 -1899 -1979 ... -2216 -2085 -2416],2019-12-29T23:59:59.996000,2019-12-29T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1402 -1180  -907 ... -1403 -1433 -1465],2019-11-16T23:59:59.996000,2019-11-16T00:00:00,250.0,10
ZZ,HHN,FWU2,[-1231 -1261 -1193 ... -1955 -1922 -2100],2019-12-05T23:59:59.996000,2019-12-05T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-14T23:59:59.996000,2019-12-14T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-2755 -2700 -2664 ... -5367 -5365 -5379],2019-11-23T23:59:59.996000,2019-11-23T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ -923  -949 -1080 ... -1210 -1300 -1497],2019-11-11T23:59:59.996000,2019-11-11T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8270688 -8270688 -8270688],2019-12-11T23:59:59.996000,2019-12-11T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-19T23:59:59.996000,2019-12-19T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ -882  -962 -1084 ...  -882  -975 -1062],2019-11-08T23:59:59.996000,2019-11-08T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-26T23:59:59.996000,2019-12-26T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8270688 -8270688 -8270688],2019-12-28T23:59:59.996000,2019-12-28T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8270688 -8270688 -8270688],2019-12-31T23:59:59.996000,2019-12-31T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ -702  -696  -726 ... -2728 -2871 -3065],2019-11-19T23:59:59.996000,2019-11-19T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ -718  -734  -557 ... -1532 -1601 -1766],2019-11-14T23:59:59.996000,2019-11-14T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1730 -1741 -1719 ... -3944 -3375 -3342],2019-11-26T23:59:59.996000,2019-11-26T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8266590 -8266590 -8266590],2019-12-13T23:59:59.996000,2019-12-13T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8270688 -8270688 -8270688],2019-12-23T23:59:59.996000,2019-12-23T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ 83828  83779  83737 ... -14108 -14167 -14213],2019-12-04T23:59:59.996000,2019-12-04T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-6957 -6811 -6712 ... 37702 37827 37939],2019-11-29T23:59:59.996000,2019-11-29T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-16T23:59:59.996000,2019-12-16T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-18T23:59:59.996000,2019-12-18T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-5096 -5038 -4980 ... -2688 -2752 -2674],2019-11-21T23:59:59.996000,2019-11-21T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ 37933  37861  37655 ... -15217 -15105 -15150],2019-11-30T23:59:59.996000,2019-11-30T00:00:00,250.0,10
ZZ,HHZ,FWU2,[  61   62   96 ... -622 -621 -661],2019-11-18T23:59:59.996000,2019-11-18T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1764 -1975 -2169 ...   230   340   139],2019-11-12T23:59:59.996000,2019-11-12T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8270688 -8270688 -8270688],2019-12-24T23:59:59.996000,2019-12-24T00:00:00,250.0,10
ZZ,HHZ,FWU2,[  19930   20111   20208 ... 1302020 1302278 1302545],2019-12-06T23:59:59.996000,2019-12-06T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ -142  -288  -416 ... -1021 -1090  -915],2019-11-13T23:59:59.996000,2019-11-13T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-21T23:59:59.996000,2019-12-21T00:00:00,250.0,10
ZZ,HHZ,FWU2,[  316   250   154 ... 27524 27389 27293],2019-11-05T18:13:50.288000,2019-11-05T00:00:00,250.0,10
ZZ,HHZ,FWU2,[  143   331   503 ... -1232 -1198 -1172],2019-11-02T23:59:59.996000,2019-11-02T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8270688 -8270688 -8270688],2019-12-30T23:59:59.996000,2019-12-30T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-27T23:59:59.996000,2019-12-27T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8270688 -8270688 -8270688],2019-12-22T23:59:59.996000,2019-12-22T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-2551 -2591 -2605 ... -2760 -2829 -2831],2019-11-22T23:59:59.996000,2019-11-22T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-14259 -14271 -14212 ...  19824  19819  19872],2019-12-05T23:59:59.996000,2019-12-05T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1908 -1913 -1860 ...   -15    72   171],2019-11-15T23:59:59.996000,2019-11-15T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-234 -422 -368 ... -838 -843 -857],2019-11-07T23:59:59.996000,2019-11-07T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1143 -1214 -1194 ...   289   325   325],2019-11-04T23:59:59.996000,2019-11-04T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-3184 -3213 -3110 ... -5048 -5106 -5102],2019-11-20T23:59:59.996000,2019-11-20T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8270688 -8270688 -8270688],2019-12-12T23:59:59.996000,2019-12-12T00:00:00,250.0,10
ZZ,HHZ,FWU2,[264 297 237 ... 585 572 590],2019-11-16T23:59:59.996000,2019-11-16T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-08T23:59:59.996000,2019-12-08T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1007  -993  -956 ...  -973  -942  -825],2019-11-09T23:59:59.996000,2019-11-09T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-15369 -15498 -15514 ...  51589  51603  51622],2019-12-01T23:59:59.996000,2019-12-01T00:00:00,250.0,10
ZZ,HHZ,FWU2,[135302 135093 134976 ...  83756  83824  83865],2019-12-03T23:59:59.996000,2019-12-03T00:00:00,250.0,10
ZZ,HHZ,FWU2,[560 487 436 ... 229 135  83],2019-11-17T23:59:59.996000,2019-11-17T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8270688 -8270688 -8270688],2019-12-10T23:59:59.996000,2019-12-10T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-20T23:59:59.996000,2019-12-20T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ -807  -850  -915 ...  -957 -1011 -1002],2019-11-10T23:59:59.996000,2019-11-10T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-3854 -4347 -4350 ... 11239 11294 11374],2019-11-27T23:59:59.996000,2019-11-27T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8270688 -8270688 -8270688],2019-12-29T23:59:59.996000,2019-12-29T00:00:00,250.0,10
ZZ,HHZ,FWU2,[11547 11660 11622 ... -7005 -7008 -7017],2019-11-28T23:59:59.996000,2019-11-28T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ -86  -91 -141 ... -409 -296  -51],2019-11-01T23:59:59.996000,2019-11-01T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ 51604  51555  51539 ... 135856 135747 135550],2019-12-02T23:59:59.996000,2019-12-02T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-15T23:59:59.996000,2019-12-15T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1600 -1658 -1712 ... -1707 -1704 -1695],2019-11-25T23:59:59.996000,2019-11-25T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-5431 -5470 -5517 ... -1597 -1585 -1593],2019-11-24T23:59:59.996000,2019-11-24T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1938 -1987 -1970 ...   106    15   -72],2019-11-06T23:59:59.996000,2019-11-06T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-1184 -1242 -1248 ... -1007  -989 -1037],2019-11-03T23:59:59.996000,2019-11-03T00:00:00,250.0,10
ZZ,HHZ,FWU2,[ 1302672  1302720  1302774 ... -8266590 -8266590 -8266590],2019-12-07T23:59:59.996000,2019-12-07T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-09T23:59:59.996000,2019-12-09T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8270688 -8270688 -8270688 ... -8266590 -8266590 -8266590],2019-12-25T23:59:59.996000,2019-12-25T00:00:00,250.0,10
ZZ,HHZ,FWU2,[-8266590 -8266590 -8266590 ... -8266590 -8266590 -8266590],2019-12-17T23:59:59.996000,2019-12-17T00:00:00,250.0,10
