Unit Name,API,District,Field,Battery,Start Date,Downtime,Operating Time,Allocated HCLiq,Allocated Gas,Allocated Water,Injection Well - Gas,Injection Well - Water,,,,,,,,,,,,
FWU #3701,42357811680000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3702 (INJ),42357811690000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3901,42357811710000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4001,42357811720000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4002,42357023480000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4003 (INJ),42357811740000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4004,42357005140000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4005,42357023640000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4006,42357023650000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4007 (INJ),42357811780000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4009,42357020570000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #401,42357001560000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4101,42357009990000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4102,42357021920000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4201,42357000040000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4202 (INJ),42357811820000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4203 (INJ),42357020330001,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4204 (INJ),42357010010000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4301,42357023690000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #501,42357810720000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,1638.21398577823,2042.90892049183,0,,,,,,,,,,,,,,
FWU #502 (INJ),42357023310000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,,,,0,33759.9840974436,,,,,,,,,,,,
FWU #503,42357810740001,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,2097.26344416803,12724.9271420928,22305.3456146268,,,,,,,,,,,,,,
FWU #504,42357300510000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #505,42357050509999,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #506,42357334110000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,1373.98592355594,2754.48393774179,683.123129258993,,,,,,,,,,,,,,
FWU #601,42357020640001,PANHANDLE,FWU,FARNSWORTH,10/1/20,24,719.999999999999,307.124087691737,13650.2849417079,17653.0871266776,,,,,,,,,,,,,,
FWU #602,42357020630000,PANHANDLE,FWU,FARNSWORTH,10/1/20,44,699.999999999999,942.197817040855,4784.31456898015,28692.8381670945,,,,,,,,,,,,,,
FWU #603 (INJ),42357303410000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #701,42357020620000,PANHANDLE,FWU,FARNSWORTH,10/1/20,24,719.999999999999,770.492267000461,5535.67449500157,10670.4772203544,,,,,,,,,,,,,,
FWU #702,42357810800000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,1241.87189244479,24296.8437341641,6426.41758636238,,,,,,,,,,,,,,
FWU #703 (INJ),42357302540000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #801,42357020650000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,652.255717154452,6408.09217423753,569.361611149616,,,,,,,,,,,,,,
FWU #802,42357004140000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,1453.25434222262,21266.9114026481,34156.1564629496,,,,,,,,,,,,,,
FWU #803 (INJ),42357810840000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,,,,23669.5374637836,0,,,,,,,,,,,,
FWU #804 (INJ),42357003990000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,,,,0,71112.1537078392,,,,,,,,,,,,
FWU #805 (INJ),42357301160000,PANHANDLE,FWU,FARNSWORTH,10/1/20,384,360,,,,0,22739.0313256364,,,,,,,,,,,,
FWU #805 (SWD),42357301160001,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #806,42357330090000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,0,45545.9359154443,20.4079700677642,,,,,,,,,,,,,,
FWU #807,42357334050000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,1056.91224888918,2180.63311737892,126.50428319611,,,,,,,,,,,,,,
FWU #808,42357334130000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,132.114031111148,16664.6278233378,1821.66167802398,,,,,,,,,,,,,,
FWU #901,42357009390000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,898.375411555804,47606.664057304,7337.24842537437,,,,,,,,,,,,,,
FWU #9010 (INJ),42357330770000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,,,,10848.5332950993,0,,,,,,,,,,,,
FWU #902,42357023530000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #903,42357009400000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #904,42357022130000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,162.070104245057,2575.36425006584,166.425779675725,,,,,,,,,,,,,,
FWU #906 (INJ),42357020340000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #907,42357810910000,PANHANDLE,FWU,FARNSWORTH,10/1/20,34,710,1218.73248644294,7300.86828187137,33278.4091910679,,,,,,,,,,,,,,
FWU #908 (INJ),42357301860000,PANHANDLE,FWU,FARNSWORTH,10/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #909,42357330610000,PANHANDLE,FWU,FARNSWORTH,10/1/20,0,743.999999999999,446.799613417919,5955.31114745402,3522.15212310446,,,,,,,,,,,,,,
FWU #1 (WSW),42357810690000,PANHANDLE,FWU,FARNSWORTH (INJ),11/1/20,0,719.999999999999,0,0,73597,,,,,,,,,,,,,,
FWU #101,42357009380000,PANHANDLE,FWU,FARNSWORTH,11/1/20,71.9999999999999,648,0,0,2456.15475172607,,,,,,,,,,,,,,
FWU #101 (INJ),42357009380000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1101 (INJ),42357020350000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1102,42357330000000,PANHANDLE,FWU,FARNSWORTH,11/1/20,74.9999999999999,645,278.398870252101,333.034715975381,3819.72025586975,,,,,,,,,,,,,,
FWU #1202,42357319860000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1301 (INJ),42357007950000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,53812.9455987625,828.802121260092,,,,,,,,,,,,
FWU #1302,42357023500000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1303 (INJ),42357007940000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,0,37004.3500041905,,,,,,,,,,,,
FWU #1304,42357023510000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1305 (INJ),42357007990000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,11315.6970501002,0,,,,,,,,,,,,
FWU #1306,42357007960000,PANHANDLE,FWU,FARNSWORTH,11/1/20,235,485,699.854059361968,7922.76654819208,0,,,,,,,,,,,,,,
FWU #1307,42357023520000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1308,42357023490000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1309 (INJ),42357811020000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,102164.647987495,208.46408839779,,,,,,,,,,,,
FWU #1310 (INJ),42357301030000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1310A (INJ),42357331790000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,1887.97301808067,26058.8743444782,,,,,,,,,,,,
FWU #1311,42357301040000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,0,0,0,,,,,,,,,,,,,,
FWU #1311 (SWD),42357301040001,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,0,0,,,,,,,,,,,,
FWU #1312,42357330130000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,2989.95642244655,10937.5190517669,214.011044765553,,,,,,,,,,,,,,
FWU #1313 (INJ),42357333320000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,42.8734847461175,0,,,,,,,,,,,,
FWU #1314,42357331890000,PANHANDLE,FWU,FARNSWORTH,11/1/20,483,237,273.335575189798,1962.3130196521,2101.77763452062,,,,,,,,,,,,,,
FWU #1315,42357333730000,PANHANDLE,FWU,FARNSWORTH,11/1/20,83.9999999999999,636,1921.70937310091,83.0044658732075,334.632160961881,,,,,,,,,,,,,,
FWU #1316,42357331930000,PANHANDLE,FWU,FARNSWORTH,11/1/20,162,558,622.926814913728,6510.98768718724,0,,,,,,,,,,,,,,
FWU #1317,42357333990000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,292.601631926446,7588.7245988481,106.205595554018,,,,,,,,,,,,,,
FWU #1319,42357333740000,PANHANDLE,FWU,FARNSWORTH,11/1/20,591.999999999999,128,11.9283205437498,202.772868243544,2707.53599405904,,,,,,,,,,,,,,
FWU #1401 (INJ),42357020410000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,0,3483.14440488162,,,,,,,,,,,,
FWU #1402 (INJ),42357002670001,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1403 (INJ),42357020660000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1501,42357000600001,PANHANDLE,FWU,FARNSWORTH,11/1/20,56,663.999999999999,841.405442262683,3749.86279598839,518.648960963645,,,,,,,,,,,,,,
FWU #1502 (INJ),42357007030000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,33111.9184936386,0,,,,,,,,,,,,
FWU #1503 (INJ),42357006060000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1504,42357023340000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1505 (INJ),42357020300000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,0,0,,,,,,,,,,,,
FWU #1506 (INJ),42357301210000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,3715.64492350487,17201.9664572147,,,,,,,,,,,,
FWU #1507 (INJ),42357150709999,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1508,42357330630000,PANHANDLE,FWU,FARNSWORTH,11/1/20,89.9999999999999,630,291.42057144933,12622.2774967473,1617.84122687053,,,,,,,,,,,,,,
FWU #1509 (INJ),42357150909999,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1601 (INJ),42357020400000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1602,42357000770002,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1603 (INJ),42357004720000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,0,27229.9097853636,,,,,,,,,,,,
FWU #1604,42357004760000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1605 (INJ),42357020370000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1606,42357329830000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,5461.14768869902,9302.67115138702,9328.70119310954,,,,,,,,,,,,,,
FWU #1607,42357334230000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1802,42357319870000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,732.795041746043,0,20.9897991832897,,,,,,,,,,,,,,
FWU #1902,42357806010000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1903 (INJ),42357806020000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2 (WSW),42357810700000,PANHANDLE,FWU,FARNSWORTH (INJ),11/1/20,0,719.999999999999,0,0,0,,,,,,,,,,,,,,
FWU #2001,42357004700000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2002,42357811240000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,785.137544727903,0,6506.83774681982,,,,,,,,,,,,,,
FWU #2003,42357023810000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2004,42357811260001,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2005 (INJ),42357252290000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2006 (INJ),42357020360000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2007 (INJ),42357020450000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2008,42357020580000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,261.712514909301,0,3148.46987749346,,,,,,,,,,,,,,
FWU #2101 (INJ),42357020310000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2102 (INJ),42357020270000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2103,42357020670000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2104 (INJ),42357020280000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2301,42357020560000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2302,42357007760000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2303 (INJ),42357020290000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2304,42357007930000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2305,42357023680000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2306,42357811400000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2307 (INJ),42357020430000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2308,42357007790000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2309 (INJ),42357020380000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2310,42357300490000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,26.1712514909301,35.3444932807877,2518.77590199477,,,,,,,,,,,,,,
FWU #2311,42357313550000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2501,42357811450000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2502,42357002270000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2502A,42357300990000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2503 (INJ),42357020460000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2601,42357811480000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2602 (INJ),42357020420000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2701,42357023320000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2702 (INJ),42357020510000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3001,42357002490000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3002,42357002510000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3003 (INJ),42357020470000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #301,42357009340000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3101,42357023370000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3102,42357023360000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3103 (INJ),42357020480000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3201,42357023450000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3202 (INJ),42357811590000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3203,42357022060000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3204 (INJ),42357811610000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3205 (INJ),42357317680001,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3206,42357319890000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3208,42357334100000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3301 (INJ),42357000290000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3303 (INJ),42357021340000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3401 (INJ),42357020500000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3402 (INJ),42357008730000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3403,42357319880000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3601 (INJ),42357020490000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3602,42357023350000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3701,42357811680000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3702 (INJ),42357811690000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3901,42357811710000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4001,42357811720000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4002,42357023480000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4003 (INJ),42357811740000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4004,42357005140000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4005,42357023640000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4006,42357023650000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4007 (INJ),42357811780000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4009,42357020570000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #401,42357001560000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4101,42357009990000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4102,42357021920000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4201,42357000040000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4202 (INJ),42357811820000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4203 (INJ),42357020330001,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4204 (INJ),42357010010000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4301,42357023690000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #501,42357810720000,PANHANDLE,FWU,FARNSWORTH,11/1/20,192,528,1158.67001423278,1470.11979689171,0,,,,,,,,,,,,,,
FWU #502 (INJ),42357023310000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,0,31906.0878814625,,,,,,,,,,,,
FWU #503,42357810740001,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,2018.28772914887,2952.44806543373,19289.1451617245,,,,,,,,,,,,,,
FWU #504,42357300510000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #505,42357050509999,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #506,42357334110000,PANHANDLE,FWU,FARNSWORTH,11/1/20,24,695.999999999999,1295.10303084854,2751.72332029194,545.293159534501,,,,,,,,,,,,,,
FWU #601,42357020640001,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,254.690141584206,2812.72060577744,15942.137915928,,,,,,,,,,,,,,
FWU #602,42357020630000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,686.285831924919,4387.40986418379,24956.0893412842,,,,,,,,,,,,,,
FWU #603 (INJ),42357303410000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #701,42357020620000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,963.114018977615,6431.04050096288,22208.7943086431,,,,,,,,,,,,,,
FWU #702,42357810800000,PANHANDLE,FWU,FARNSWORTH,11/1/20,53,666.999999999999,1140.67143624086,22854.038538135,4913.51456654025,,,,,,,,,,,,,,
FWU #703 (INJ),42357302540000,PANHANDLE,FWU,FARNSWORTH,11/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #801,42357020650000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,795.551759629159,7973.47634974888,1474.05765874515,,,,,,,,,,,,,,
FWU #802,42357004140000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,1439.41883200116,21831.1153497665,28336.2288974412,,,,,,,,,,,,,,
FWU #803 (INJ),42357810840000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,596.432823365786,26926.3690751184,,,,,,,,,,,,
FWU #804 (INJ),42357003990000,PANHANDLE,FWU,FARNSWORTH,11/1/20,0,719.999999999999,,,,0,27301.9126431532,,,,,,,,,,,,
FWU #805 (INJ),42357301160000,PANHANDLE,FWU,FARNSWORTH,11/1/20,216,504,,,,0,39507.5457617624,,,,,,,,,,,,
