Table 1
Unit Name,Meter Name,Date,End Reading,,,,,,,
FWU #803 (INJ),FWU #803 Water,11/26/20,540,,,,,,,
FWU #804 (INJ),FWU #804 Water,11/26/20,565,,,,,,,
FWU #805 (INJ),FWU #805 Water,11/26/20,1268,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,11/26/20,589,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,11/27/20,9125,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,11/27/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,11/27/20,2645,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,11/27/20,722,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,11/27/20,555,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,11/27/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,11/27/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,11/27/20,0,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,11/27/20,361,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,11/27/20,565,,,,,,,
FWU #2 (WSW),Water Well Meter #2,11/27/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,11/27/20,700,,,,,,,
FWU #803 (INJ),FWU #803 Water,11/27/20,546,,,,,,,
FWU #804 (INJ),FWU #804 Water,11/27/20,597,,,,,,,
FWU #805 (INJ),FWU #805 Water,11/27/20,1262,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,11/27/20,612,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,11/28/20,8912,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,11/28/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,11/28/20,2432,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,11/28/20,723,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,11/28/20,556,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,11/28/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,11/28/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,11/28/20,0,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,11/28/20,380,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,11/28/20,570,,,,,,,
FWU #2 (WSW),Water Well Meter #2,11/28/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,11/28/20,664,,,,,,,
FWU #803 (INJ),FWU #803 Water,11/28/20,544,,,,,,,
FWU #804 (INJ),FWU #804 Water,11/28/20,514,,,,,,,
FWU #805 (INJ),FWU #805 Water,11/28/20,1261,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,11/28/20,591,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,11/29/20,9110,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,11/29/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,11/29/20,2630,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,11/29/20,730,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,11/29/20,557,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,11/29/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,11/29/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,11/29/20,0,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,11/29/20,392,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,11/29/20,569,,,,,,,
FWU #2 (WSW),Water Well Meter #2,11/29/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,11/29/20,657,,,,,,,
FWU #803 (INJ),FWU #803 Water,11/29/20,541,,,,,,,
FWU #804 (INJ),FWU #804 Water,11/29/20,506,,,,,,,
FWU #805 (INJ),FWU #805 Water,11/29/20,1258,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,11/29/20,587,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,11/30/20,9359,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,11/30/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,11/30/20,2378,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,11/30/20,687,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,11/30/20,511,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,11/30/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,11/30/20,380,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,11/30/20,371,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,11/30/20,527,,,,,,,
FWU #2 (WSW),Water Well Meter #2,11/30/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,11/30/20,607,,,,,,,
FWU #803 (INJ),FWU #803 Water,11/30/20,569,,,,,,,
FWU #804 (INJ),FWU #804 Water,11/30/20,467,,,,,,,
FWU #805 (INJ),FWU #805 Water,11/30/20,1300,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,11/30/20,579,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/1/20,8924,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/1/20,2028,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/1/20,739,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/1/20,568,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/1/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/1/20,384,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/1/20,372,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/1/20,574,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/1/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/1/20,692,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/1/20,552,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/1/20,478,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/1/20,1292,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/1/20,612,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/2/20,8784,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/2/20,1959,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/2/20,760,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/2/20,565,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/2/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/2/20,392,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/2/20,377,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/2/20,568,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/2/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/2/20,669,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/2/20,558,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/2/20,461,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/2/20,660,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/2/20,610,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/3/20,6777,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/3/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/3/20,2038,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/3/20,754,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/3/20,574,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/3/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/3/20,400,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/3/20,334,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/3/20,674,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/3/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/3/20,675,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/3/20,600,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/3/20,476,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/3/20,654,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/3/20,622,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/4/20,6777,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/4/20,1734,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/4/20,752,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/4/20,567,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/4/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/4/20,393,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/4/20,345,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/4/20,678,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/4/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/4/20,678,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/4/20,650,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/4/20,456,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/4/20,658,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/4/20,621,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/5/20,6813,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/5/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/5/20,1245,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/5/20,762,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/5/20,562,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/5/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/5/20,395,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/5/20,373,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/5/20,558,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/5/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/5/20,700,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/5/20,558,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/5/20,867,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/5/20,1268,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/5/20,571,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/6/20,6576,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/6/20,1510,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/6/20,757,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/6/20,555,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/6/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/6/20,391,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/6/20,362,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/6/20,548,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/6/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/6/20,658,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/6/20,551,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/6/20,540,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/6/20,1255,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/6/20,657,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/7/20,6593,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/7/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/7/20,1659,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/7/20,756,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/7/20,555,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/7/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/7/20,385,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/7/20,362,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/7/20,541,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/7/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/7/20,627,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/7/20,552,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/7/20,587,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/7/20,1243,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/7/20,610,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/8/20,6640,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/8/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/8/20,1595,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/8/20,748,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/8/20,,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/8/20,563,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/8/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/8/20,392,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/8/20,368,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/8/20,544,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/8/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/8/20,526,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/8/20,555,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/8/20,522,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/8/20,1235,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/8/20,607,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/9/20,6643,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/9/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/9/20,1279,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/9/20,745,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/9/20,564,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/9/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/9/20,391,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/9/20,372,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/9/20,544,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/9/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/9/20,624,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/9/20,559,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/9/20,541,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/9/20,1237,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/9/20,615,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/10/20,6527,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/10/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/10/20,1576,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/10/20,740,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/10/20,572,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/10/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/10/20,389,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/10/20,355,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/10/20,555,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/10/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/10/20,708,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/10/20,505,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/10/20,561,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/10/20,1244,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/10/20,569,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/11/20,6875,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/11/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/11/20,2134,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/11/20,750,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/11/20,569,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/11/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/11/20,400,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/11/20,452,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/11/20,689,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/11/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/11/20,710,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/11/20,520,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/11/20,570,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/11/20,1300,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/11/20,571,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/12/20,6502,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/12/20,1550,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/12/20,765,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/12/20,582,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/12/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/12/20,415,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/12/20,380,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/12/20,670,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/12/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/12/20,680,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/12/20,544,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/12/20,575,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/12/20,1278,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/12/20,575,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/13/20,6480,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/13/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/13/20,2009,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/13/20,756,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/13/20,565,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/13/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/13/20,383,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/13/20,371,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/13/20,545,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/13/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/13/20,523,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/13/20,533,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/13/20,510,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/13/20,1241,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/14/20,6754,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/14/20,1641,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/14/20,741,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/14/20,545,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/14/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/14/20,386,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/14/20,366,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/14/20,508,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/14/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/14/20,332,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/14/20,551,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/14/20,551,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/14/20,1245,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/14/20,537,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/15/20,6543,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/15/20,2083,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/15/20,745,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/15/20,575,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/15/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/15/20,391,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/15/20,371,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/15/20,534,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/15/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/15/20,409,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/15/20,575,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/15/20,540,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/15/20,1234,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/15/20,576,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/16/20,7073,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/16/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/16/20,1847,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/16/20,741,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/16/20,557,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/16/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/16/20,387,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/16/20,373,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/16/20,517,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/16/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/16/20,803,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/16/20,535,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/16/20,522,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/16/20,1218,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/16/20,554,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/17/20,6920,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/17/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/17/20,1914,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/17/20,737,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/17/20,560,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/17/20,531,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/17/20,394,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/17/20,359,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/17/20,519,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/17/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/17/20,863,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/17/20,534,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/17/20,514,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/17/20,1213,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/17/20,528,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/18/20,6776,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/18/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/18/20,1282,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/18/20,1025,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/18/20,522,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/18/20,10,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,12/18/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/18/20,414,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/18/20,1234,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/18/20,351,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/18/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/18/20,991,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/19/20,6357,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/19/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/19/20,1747,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/19/20,1011,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/19/20,422,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/19/20,4,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,12/19/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/19/20,405,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/19/20,1020,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/19/20,1345,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/19/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/19/20,899,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/20/20,6474,,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/20/20,0,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/20/20,1555,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/20/20,796,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/20/20,455,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/20/20,0,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,12/20/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/20/20,404,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/20/20,979,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/20/20,1590,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/20/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/20/20,967,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/21/20,6480,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/21/20,1759,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/21/20,641,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/21/20,365,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/21/20,,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/21/20,0,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,12/21/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/21/20,399,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/21/20,926,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,12/21/20,0,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/21/20,1696,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/21/20,0,,,,,,,
FWU #502 (INJ),FWU #502 Water,12/21/20,891,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/22/20,6480,,,,,,,
FWU #1 (WSW),Water Well Meter #1,12/22/20,1804,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/22/20,618,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/22/20,381,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/22/20,0,,,,,,,
